deal_id,company_name,industry,lead_source,deal_value,stage,created_date,close_date,sales_rep,region,next_step,probability,sales_cycle_days
DEAL-0477,Srinivasan Ltd,FinTech,Cold Email,199990.82,Discovery,2022-07-24,2022-10-21,Arjun Pillai,East,Pricing Discussion,50,89.0
DEAL-0577,Sodhi Inc,Retail,Linkedin,210548.46,Proposal Sent,2022-10-18,2022-11-01,Riya Sharma,West,Contract Review,50,14.0
DEAL-0596,Shah-Ghosh,E-Commerce,Cold Email,231533.8,Closed Won,2023-04-12,2023-07-21,Arjun Pillai,South,Pricing Discussion,30,100.0
DEAL-0068,Ghose Inc,SaaS,Event,229038.12,Prospecting,2022-03-23,2022-08-17,Deepak Rao,North,Contract Review,90,147.0
DEAL-0515,Thakkar-Batta,Logistics,Cold Outreach,219942.75,Closed Won,2023-08-14,2024-01-01,Priya Nair,South,Technical Eval,90,140.0
DEAL-0169,"Palan, Bhasin and Chadha",SaaS,Cold Email,181056.55,Discovery,2023-10-03,2024-01-06,Sonal Joshi,East,Send Proposal,60,95.0
DEAL-0445,"Virk, Mammen and Madan",Logistics,Linkedin,166040.44,Closed Won,2022-11-12,2023-04-17,Arjun Pillai,South,Technical Eval,70,156.0
DEAL-0163,"Kumer, Loyal and Gera",Healthcare,Event,87085.32,Qualified,2022-01-04,2022-02-27,Arjun Pillai,North,Pricing Discussion,50,54.0
DEAL-0310,Parsa PLC,Logistics,Inbound,233806.41,Proposal Sent,2023-11-09,2023-12-18,Riya Sharma,East,Stakeholder Meeting,100,39.0
DEAL-0194,Saini-Mannan,Logistics,Inbound,191655.61,Closed Lost,2023-05-13,2023-06-22,Riya Sharma,South,,40,40.0
DEAL-0377,Tripathi and Sons,Real Estate,Cold Outreach,64471.92,Qualified,2022-12-24,2023-02-27,Arjun Pillai,West,Technical Eval,70,65.0
DEAL-0366,Saini-Acharya,Real Estate,Referral,113960.29,Prospecting,2022-10-01,,Riya Sharma,South,Technical Eval,80,
DEAL-0153,Talwar Group,E-Commerce,Linkedin,185978.2,Closed Lost,2023-11-30,2024-02-17,Sonal Joshi,North,Technical Eval,10,79.0
DEAL-0448,Sathe-Kant,SaaS,Referral,6090.26,Prospecting,2023-01-02,2023-05-04,Arjun Pillai,West,Send Proposal,80,122.0
DEAL-0572,"Ganesan, Golla and Soman",Real Estate,Event,63638.56,Closed Lost,2023-06-08,2023-06-30,Riya Sharma,East,,90,22.0
DEAL-0227,Chaudhuri-Dhaliwal,Logistics,Linkedin,244730.22,Closed Lost,2022-08-24,2022-09-06,Riya Sharma,South,Pricing Discussion,30,13.0
DEAL-0639,Deo-Palla,Real Estate,Cold Outreach,41888.76,Proposal Sent,2022-11-09,,Priya Nair,North,,80,
DEAL-0555,"Sama, Nadig and Mohan",Manufacturing,Website,154528.21,Closed Won,2022-11-05,,Riya Sharma,West,Follow Up Call,100,
DEAL-0104,Kala-Nadig,Manufacturing,Referral,146726.21,Closed Won,2022-11-20,2023-01-14,Arjun Pillai,North,,70,55.0
DEAL-0422,Dhar-Raja,FinTech,Cold Email,45118.98,Proposal Sent,2022-05-14,,Karan Mehta,West,Pricing Discussion,60,
DEAL-0488,Gill-Badal,Retail,Inbound,65645.25,Proposal Sent,2022-10-13,2022-11-07,Sonal Joshi,West,,80,25.0
DEAL-0633,Nayar and Sons,E-Commerce,Cold Outreach,95385.24,Closed Lost,2023-07-16,2023-08-31,Neha Gupta,East,Follow Up Call,60,46.0
DEAL-0116,"Viswanathan, Virk and Murty",E-Commerce,Referral,142417.26,Proposal Sent,2023-04-15,,Karan Mehta,South,,100,
DEAL-0408,"Saran, Vala and Srivastava",SaaS,Referral,1134691.93,Prospecting,2023-12-05,2024-03-13,Neha Gupta,North,Technical Eval,70,99.0
DEAL-0120,Kapoor Inc,IT Services,Inbound,170587.8,Closed Lost,2022-10-09,2023-02-11,Priya Nair,North,Schedule Demo,80,125.0
DEAL-0054,Karnik and Sons,E-Commerce,Referral,83232.52,Closed Won,2022-03-22,2022-06-17,Priya Nair,East,Stakeholder Meeting,30,87.0
DEAL-0152,"Singh, Koshy and Buch",Retail,Inbound,164813.19,Closed Won,2022-04-28,2022-07-24,Neha Gupta,West,Send Proposal,50,87.0
DEAL-0404,Morar LLC,EdTech,Cold Outreach,21943.87,Proposal Sent,2023-09-12,2024-02-24,Arjun Pillai,East,Pricing Discussion,40,165.0
DEAL-0436,Mohanty-Magar,Manufacturing,Linkedin,123160.23636363637,Qualified,2023-07-13,,Priya Nair,South,,100,
DEAL-0208,Dara-Prabhakar,Logistics,Partner,80501.54,Closed Won,2023-07-07,2023-12-12,Aman Verma,South,,30,158.0
DEAL-0542,Modi-Anne,FinTech,Cold Email,107861.61714285715,Closed Won,2023-02-17,2023-03-04,Deepak Rao,North,Send Proposal,40,15.0
DEAL-0484,Sarma-Ramesh,SaaS,Cold Outreach,137800.63,Closed Won,2023-07-11,2023-11-27,Aman Verma,South,Follow Up Call,40,139.0
DEAL-0466,"Badami, Bir and Parmer",Manufacturing,Referral,136657.92,Proposal Sent,2023-02-26,2023-08-15,Karan Mehta,North,Follow Up Call,50,170.0
DEAL-0535,Kibe-Nair,IT Services,Cold Outreach,27868.3,Closed Lost,2022-08-05,2022-09-15,Priya Nair,South,,70,41.0
DEAL-0009,Goswami-Ganesh,Manufacturing,Linkedin,76138.76,Discovery,2023-11-24,2024-12-03,Arjun Pillai,East,,70,375.0
DEAL-0456,Walla-Koshy,Retail,Linkedin,101173.28,Prospecting,2023-02-21,2023-04-15,Deepak Rao,North,Stakeholder Meeting,30,53.0
DEAL-0037,Tiwari LLC,Manufacturing,Linkedin,149993.07,Negotiation,2022-10-12,2023-04-06,Sonal Joshi,South,Technical Eval,70,176.0
DEAL-0140,Dugar and Sons,Logistics,Event,13325.9,Closed Won,2023-03-09,2023-07-13,Sonal Joshi,South,Technical Eval,60,126.0
DEAL-0254,Saraf-Bhardwaj,Retail,Inbound,133493.45,Qualified,2022-07-14,2022-11-19,Aman Verma,North,,20,128.0
DEAL-0304,"Samra, Handa and Prashad",EdTech,Cold Outreach,16886.03,Closed Won,2022-09-29,,Priya Nair,West,Follow Up Call,100,
DEAL-0606,"Rattan, Bail and Basak",FinTech,Inbound,33923.9,Proposal Sent,2022-06-01,2022-10-20,Arjun Pillai,East,Follow Up Call,100,141.0
DEAL-0524,Wali LLC,SaaS,Cold Email,139091.08,Proposal Sent,2023-12-05,,Riya Sharma,West,,30,
DEAL-0369,Kumar and Sons,Real Estate,Linkedin,141461.33,Closed Lost,2023-07-31,2023-12-28,Priya Nair,West,Schedule Demo,50,150.0
DEAL-0060,Shroff-Lalla,Real Estate,Event,90679.37000000001,Proposal Sent,2023-08-15,2023-08-28,Sonal Joshi,West,Technical Eval,10,13.0
DEAL-0112,Trivedi-Rana,Retail,Cold Email,54953.46,Closed Won,2023-11-03,2024-03-14,Neha Gupta,West,,80,132.0
DEAL-0486,"Aggarwal, Doshi and Raman",E-Commerce,Inbound,58542.77,Qualified,2023-02-13,2023-05-16,Deepak Rao,East,Follow Up Call,40,92.0
DEAL-0500,Behl Ltd,Healthcare,Event,1968500.23,Discovery,2022-09-25,2022-12-28,Riya Sharma,West,,100,94.0
DEAL-0594,Rattan Inc,Real Estate,Cold Email,112184.08,Negotiation,2023-09-18,2024-02-23,Karan Mehta,East,Send Proposal,70,158.0
DEAL-0263,"Baral, Saran and Sekhon",SaaS,Linkedin,85914.43,Closed Won,2022-02-25,2022-04-26,Priya Nair,North,Contract Review,50,60.0
DEAL-0583,Khatri PLC,SaaS,Cold Email,102503.88,Qualified,2022-04-06,2022-05-07,Deepak Rao,West,,50,31.0
DEAL-0298,Venkatesh-Virk,Healthcare,Referral,91283.16,Qualified,2023-02-15,,Sonal Joshi,East,Contract Review,70,
DEAL-0415,Ramakrishnan-Kata,EdTech,Linkedin,150485.89,Qualified,2022-04-05,2022-09-08,Arjun Pillai,North,Send Proposal,60,156.0
DEAL-0151,Viswanathan and Sons,E-Commerce,Cold Outreach,82214.55111111113,Proposal Sent,2023-11-28,2024-03-29,Sonal Joshi,West,Stakeholder Meeting,10,122.0
DEAL-0434,Krish-Shenoy,Healthcare,Cold Outreach,28917.64,Proposal Sent,2023-12-09,2024-02-22,Deepak Rao,West,,30,75.0
DEAL-0441,Gaba and Sons,Manufacturing,Event,131418.51,Closed Won,2022-06-01,,Priya Nair,East,Pricing Discussion,20,
DEAL-0604,Bora-Sekhon,EdTech,Referral,96108.01,Discovery,2023-02-14,2023-04-16,Neha Gupta,West,,10,61.0
DEAL-0360,Gour Group,Logistics,Cold Email,77367.97,Prospecting,2023-11-19,2023-12-06,Priya Nair,West,Stakeholder Meeting,60,17.0
DEAL-0616,Kuruvilla LLC,Retail,Inbound,117412.07583333332,Closed Lost,2023-04-21,2023-09-05,Arjun Pillai,West,Contract Review,90,137.0
DEAL-0039,Sachar Inc,Logistics,Inbound,225990.22,Discovery,2022-08-09,,Arjun Pillai,West,Technical Eval,90,
DEAL-0424,Goda PLC,E-Commerce,Inbound,173477.78,Proposal Sent,2022-09-26,2023-01-27,Deepak Rao,West,,90,123.0
DEAL-0417,Koshy Ltd,Healthcare,Linkedin,167850.0,Negotiation,2023-03-10,2023-11-06,Arjun Pillai,North,Follow Up Call,20,241.0
DEAL-0308,Borra-Behl,Logistics,Inbound,828079.51,Prospecting,2023-12-15,2024-04-21,Neha Gupta,South,,70,128.0
DEAL-0199,Pant and Sons,Real Estate,Website,226207.6,Closed Lost,2023-11-07,2024-01-18,Neha Gupta,East,Follow Up Call,60,72.0
DEAL-0352,"Deshmukh, Behl and Som",Manufacturing,Website,23624.47,Closed Won,2022-09-25,2023-01-20,Neha Gupta,South,Follow Up Call,80,117.0
DEAL-0491,Rajagopal-Biswas,E-Commerce,Linkedin,99694.79222222224,Qualified,2022-12-26,2023-02-18,Aman Verma,North,Follow Up Call,10,54.0
DEAL-0147,"Dhingra, Mohanty and Atwal",E-Commerce,Partner,1479339.2,Discovery,2023-06-26,2023-11-08,Arjun Pillai,South,Follow Up Call,10,135.0
DEAL-0451,Chawla PLC,Healthcare,Referral,200878.08,Closed Won,2022-09-13,,Karan Mehta,West,Schedule Demo,80,
DEAL-0644,Sachdev LLC,Manufacturing,Event,185830.25,Negotiation,2023-04-10,2024-02-01,Sonal Joshi,West,,20,297.0
DEAL-0520,Bhagat-Balay,FinTech,Partner,213276.03,Qualified,2023-03-23,2023-06-16,Deepak Rao,North,Technical Eval,60,85.0
DEAL-0420,Konda Ltd,E-Commerce,Referral,241868.73,Proposal Sent,2022-01-04,2022-06-21,Priya Nair,South,Contract Review,70,168.0
DEAL-0618,Murty-Chawla,FinTech,Referral,106118.49714285714,Proposal Sent,2023-07-25,2023-08-25,Neha Gupta,West,,50,31.0
DEAL-0148,Khalsa-Chakrabarti,IT Services,Inbound,121546.41,Closed Lost,2022-09-15,,Deepak Rao,North,Technical Eval,60,
DEAL-0544,Warrior Ltd,Retail,Partner,132263.84,Closed Lost,2022-10-30,2023-02-12,Sonal Joshi,South,Schedule Demo,70,105.0
DEAL-0349,Kari-Varughese,Manufacturing,Linkedin,24214.78,Qualified,2023-08-02,2023-11-10,Priya Nair,South,Contract Review,50,100.0
DEAL-0464,"Warrior, Bajwa and Chadha",Logistics,Partner,151124.33,Discovery,2022-03-07,2022-12-27,Karan Mehta,East,Follow Up Call,10,295.0
DEAL-0326,"Garde, Borde and Seth",Healthcare,Event,606399.265,Proposal Sent,2023-06-28,2023-10-10,Priya Nair,East,Stakeholder Meeting,10,104.0
DEAL-0187,Krishna and Sons,SaaS,Website,161484.27,Closed Won,2022-11-11,2023-03-25,Arjun Pillai,North,Schedule Demo,30,134.0
DEAL-0124,Gokhale-Shetty,Manufacturing,Referral,78132.29,Negotiation,2023-08-22,2024-02-06,Sonal Joshi,East,Follow Up Call,10,168.0
DEAL-0589,Maharaj Inc,Logistics,Linkedin,294509.7725,Closed Won,2022-05-31,2022-06-21,Priya Nair,South,Stakeholder Meeting,30,21.0
DEAL-0097,"Sankar, Tiwari and Dugar",Healthcare,Linkedin,142916.44,Closed Won,2023-07-25,2023-12-19,Aman Verma,South,Follow Up Call,10,147.0
DEAL-0144,"Mani, Bhalla and Gaba",Retail,Inbound,120738.96,Qualified,2023-01-26,2023-03-27,Riya Sharma,North,Schedule Demo,70,60.0
DEAL-0395,Mander-Sawhney,Logistics,Event,160061.1,Closed Won,2022-04-17,2022-05-23,Aman Verma,North,,100,36.0
DEAL-0470,Chakraborty-Mandal,SaaS,Inbound,156755.44,Qualified,2022-06-13,2022-11-29,Deepak Rao,South,Stakeholder Meeting,50,169.0
DEAL-0098,Kar-Varughese,EdTech,Linkedin,9076.05,Negotiation,2022-08-13,2022-10-09,Deepak Rao,North,Pricing Discussion,30,57.0
DEAL-0372,Mallick-Raja,IT Services,Cold Outreach,151246.52,Negotiation,2023-07-05,2023-11-21,Karan Mehta,North,Schedule Demo,30,139.0
DEAL-0294,"Sandal, Goel and Brar",EdTech,Linkedin,236148.81,Qualified,2023-02-21,2023-04-29,Karan Mehta,North,Follow Up Call,20,67.0
DEAL-0255,"Singh, Suresh and Date",Manufacturing,Event,105023.5,Negotiation,2022-04-07,2022-12-08,Neha Gupta,West,Follow Up Call,40,245.0
DEAL-0401,Kannan LLC,Retail,Cold Outreach,11594.45,Closed Won,2022-06-09,2022-10-06,Arjun Pillai,South,Technical Eval,80,119.0
DEAL-0123,"Pingle, Kaul and Goda",FinTech,Website,239547.66,Proposal Sent,2022-09-27,2023-01-21,Riya Sharma,South,,80,116.0
DEAL-0203,Batra and Sons,SaaS,Referral,124762.85,Proposal Sent,2022-09-29,2022-12-18,Arjun Pillai,East,Send Proposal,60,80.0
DEAL-0439,"Nazareth, Bahri and Bala",IT Services,Website,31793.86,Prospecting,2023-08-20,2024-05-01,Aman Verma,North,Stakeholder Meeting,20,255.0
DEAL-0247,"Sarraf, Lad and Sanghvi",Healthcare,Partner,132706.51,Closed Won,2022-05-16,2022-07-27,Karan Mehta,South,Technical Eval,100,72.0
DEAL-0416,Viswanathan LLC,E-Commerce,Linkedin,31795.51,Prospecting,2023-12-10,2024-01-24,Deepak Rao,East,Send Proposal,20,45.0
DEAL-0130,Kadakia Inc,EdTech,Referral,145501.82,Closed Won,2022-05-22,2022-06-26,Arjun Pillai,North,,40,35.0
DEAL-0403,"Kumer, Bhatti and Desai",SaaS,Referral,200432.95,Closed Won,2022-10-16,2023-04-08,Arjun Pillai,South,Send Proposal,30,174.0
DEAL-0582,"Dixit, Minhas and Thaman",Retail,Cold Email,231031.93,Qualified,2022-10-12,2023-02-05,Arjun Pillai,South,,60,116.0
DEAL-0539,Chand-Mohanty,Logistics,Referral,182867.15,Negotiation,2023-11-14,2024-02-29,Neha Gupta,North,Contract Review,40,107.0
DEAL-0220,"Banik, Ray and Sankaran",Logistics,Cold Email,97486.61,Discovery,2022-11-09,2023-06-03,Priya Nair,West,,50,206.0
DEAL-0631,Shukla-Mani,FinTech,Linkedin,194514.23,Closed Lost,2023-01-06,2023-09-12,Deepak Rao,East,Follow Up Call,70,249.0
DEAL-0634,Gara-Sha,Retail,Referral,197204.27,Closed Lost,2023-02-04,2023-08-02,Aman Verma,South,Schedule Demo,50,179.0
DEAL-0534,Manne-Bhatti,FinTech,Cold Outreach,219233.73,Negotiation,2023-11-11,2024-01-21,Riya Sharma,West,Send Proposal,10,71.0
DEAL-0268,"Nagar, Bhat and Dani",Retail,Inbound,153217.51,Prospecting,2022-03-04,,Aman Verma,North,,50,
DEAL-0442,Dugar-Comar,IT Services,Website,86092.47,Closed Won,2023-03-17,2023-06-04,Priya Nair,South,,50,79.0
DEAL-0497,Parmar-Suresh,EdTech,Cold Email,204314.82,Qualified,2022-12-06,2023-12-03,Karan Mehta,South,Stakeholder Meeting,70,362.0
DEAL-0113,"Sathe, Wali and Lata",EdTech,Cold Outreach,154812.12,Closed Lost,2023-05-27,2023-07-23,Priya Nair,East,Schedule Demo,30,57.0
DEAL-0233,Karnik and Sons,Healthcare,Cold Outreach,114564.49333333335,Discovery,2023-10-09,2024-01-11,Deepak Rao,East,,30,94.0
DEAL-0603,Minhas PLC,Logistics,Event,206514.18,Qualified,2023-05-22,,Riya Sharma,West,Schedule Demo,70,
DEAL-0374,"Chahal, Choudhary and Balan",IT Services,Inbound,126531.21142857142,Closed Won,2023-06-03,2023-07-12,Sonal Joshi,South,,20,39.0
DEAL-0234,"Yohannan, Patla and Raman",IT Services,Inbound,155656.19,Qualified,2022-02-03,2022-07-26,Priya Nair,West,Technical Eval,70,173.0
DEAL-0548,"Tak, Toor and Varghese",Logistics,Website,61091.98,Qualified,2023-07-03,,Karan Mehta,West,Stakeholder Meeting,80,
DEAL-0318,Sundaram PLC,Logistics,Cold Outreach,48920.38,Negotiation,2023-07-10,2024-01-03,Sonal Joshi,West,Schedule Demo,70,177.0
DEAL-0411,Sachar Inc,E-Commerce,Referral,231256.46,Closed Won,2023-02-06,2023-06-29,Sonal Joshi,South,Schedule Demo,40,143.0
DEAL-0620,"Subramaniam, Shanker and Walla",IT Services,Event,240283.83,Proposal Sent,2022-05-05,2022-06-30,Priya Nair,North,,80,56.0
DEAL-0359,Wason Group,SaaS,Partner,98117.81,Closed Won,2022-05-15,2022-09-19,Priya Nair,North,,70,127.0
DEAL-0259,"Goyal, Bhalla and Mittal",SaaS,Cold Outreach,1194537.74,Closed Lost,2022-12-29,2023-05-01,Neha Gupta,West,Contract Review,20,123.0
DEAL-0283,"Dhingra, Kaul and Walla",IT Services,Website,119171.0,Proposal Sent,2022-03-19,,Neha Gupta,South,,80,
DEAL-0385,Datta-Dutta,Manufacturing,Cold Outreach,117176.1,Closed Lost,2023-12-22,2024-01-24,Arjun Pillai,North,,90,33.0
DEAL-0225,Zacharia PLC,EdTech,Linkedin,36200.04,Closed Lost,2023-08-26,2023-12-26,Aman Verma,West,Send Proposal,80,122.0
DEAL-0629,Pandit Inc,E-Commerce,Event,186603.09000000003,Negotiation,2023-03-30,2023-04-23,Riya Sharma,South,Follow Up Call,40,24.0
DEAL-0473,Barad PLC,Healthcare,Cold Outreach,142587.61,Negotiation,2023-01-27,,Priya Nair,South,Follow Up Call,80,
DEAL-0348,Kata LLC,EdTech,Referral,198672.03,Negotiation,2023-08-21,,Riya Sharma,North,Contract Review,20,
DEAL-0506,"Dhillon, Mammen and Roy",Retail,Cold Email,165694.59,Prospecting,2023-09-03,,Aman Verma,North,Stakeholder Meeting,40,
DEAL-0642,Sawhney-Kata,SaaS,Inbound,7350.73,Closed Lost,2023-06-18,2023-07-17,Sonal Joshi,South,Contract Review,100,29.0
DEAL-0625,"Salvi, Desai and Arya",IT Services,Website,207369.26,Discovery,2023-06-28,2023-08-19,Aman Verma,East,Pricing Discussion,60,52.0
DEAL-0591,"Thaman, Raghavan and Subramanian",E-Commerce,Referral,990125.44,Negotiation,2022-02-17,2022-03-03,Karan Mehta,East,Pricing Discussion,40,14.0
DEAL-0557,Bail-Srinivas,Retail,Cold Outreach,188325.86,Closed Lost,2023-07-16,2023-08-15,Neha Gupta,East,,50,30.0
DEAL-0086,Panchal-Saran,Logistics,Referral,94573.56,Closed Won,2023-09-16,2024-03-09,Karan Mehta,West,,20,175.0
DEAL-0243,Kara-Lad,Healthcare,Event,229517.27,Closed Won,2023-11-17,2024-11-02,Riya Sharma,East,Send Proposal,10,351.0
DEAL-0160,Varughese PLC,E-Commerce,Referral,75919.41,Closed Won,2023-03-22,2023-08-26,Priya Nair,East,Stakeholder Meeting,20,157.0
DEAL-0036,"Sachar, Lata and Koshy",FinTech,Partner,27889.96,Negotiation,2022-12-15,2023-02-20,Riya Sharma,West,Contract Review,60,67.0
DEAL-0541,"Viswanathan, Chanda and Pradhan",Real Estate,Cold Outreach,112175.37222222223,Negotiation,2022-01-12,2023-01-31,Deepak Rao,South,Send Proposal,40,384.0
DEAL-0171,"Mitra, Thakur and Johal",SaaS,Cold Outreach,77280.94,Closed Won,2023-10-17,2024-01-19,Deepak Rao,East,,30,94.0
DEAL-0599,Baral-Rama,Real Estate,Referral,166222.83,Qualified,2023-08-13,2023-12-23,Neha Gupta,South,Technical Eval,50,132.0
DEAL-0585,Grover PLC,EdTech,Inbound,108775.93,Closed Lost,2023-11-20,,Karan Mehta,East,Schedule Demo,50,
DEAL-0314,Bhattacharyya-Pant,IT Services,Event,198163.22499999998,Closed Lost,2022-10-31,2023-03-27,Neha Gupta,West,Schedule Demo,20,147.0
DEAL-0096,Kade Inc,Manufacturing,Referral,129879.95,Qualified,2023-06-12,2024-03-02,Priya Nair,South,,80,264.0
DEAL-0461,Virk and Sons,SaaS,Cold Outreach,81730.51,Qualified,2022-01-07,2022-09-09,Deepak Rao,North,Pricing Discussion,70,245.0
DEAL-0554,"Keer, Contractor and Dash",Healthcare,Inbound,21760.84,Closed Lost,2023-06-08,2023-11-30,Aman Verma,West,Stakeholder Meeting,50,175.0
DEAL-0608,Mitra-Sarraf,Real Estate,Inbound,133344.28,Prospecting,2023-12-06,2023-12-25,Arjun Pillai,East,Send Proposal,60,19.0
DEAL-0207,"Sehgal, Dube and Koshy",FinTech,Website,141905.31,Closed Lost,2022-08-05,2022-10-30,Arjun Pillai,South,Technical Eval,10,86.0
DEAL-0393,Dugar PLC,Real Estate,Website,48521.13,Prospecting,2022-11-03,2022-11-26,Deepak Rao,South,,10,23.0
DEAL-0398,Sarin-Gade,Real Estate,Linkedin,94428.81,Negotiation,2022-04-29,2022-06-05,Arjun Pillai,South,Contract Review,100,37.0
DEAL-0218,"Chhabra, Sharaf and Pant",IT Services,Partner,96742.93,Discovery,2023-04-08,2023-07-24,Karan Mehta,West,Send Proposal,20,107.0
DEAL-0005,"Saxena, Barman and Chahal",Logistics,Linkedin,179775.62,Closed Won,2022-08-09,2022-10-04,Karan Mehta,East,Follow Up Call,100,56.0
DEAL-0619,"Bir, Mishra and Kapur",SaaS,Referral,230455.5,Prospecting,2022-09-13,2022-10-13,Priya Nair,South,Send Proposal,20,30.0
DEAL-0099,"Palla, Sunder and Deo",Real Estate,Event,31853.12,Qualified,2023-03-12,2024-04-14,Priya Nair,South,,100,399.0
DEAL-0574,Pillay-Chand,FinTech,Cold Outreach,22397.94,Closed Won,2022-06-23,2022-10-28,Sonal Joshi,West,Send Proposal,90,127.0
DEAL-0407,"Dayal, Kala and Mitter",E-Commerce,Referral,66907.01,Closed Won,2022-07-28,2022-10-25,Riya Sharma,North,,10,89.0
DEAL-0503,Bhakta-Ratti,Real Estate,Cold Outreach,204719.32,Closed Lost,2022-09-29,2023-03-26,Deepak Rao,South,Follow Up Call,40,178.0
DEAL-0033,Sharma-Wason,IT Services,Inbound,24320.68,Negotiation,2022-06-13,2022-07-13,Arjun Pillai,South,Pricing Discussion,30,30.0
DEAL-0201,Rout Ltd,Logistics,Linkedin,1781729.01,Closed Lost,2023-07-17,2023-12-27,Arjun Pillai,North,,40,163.0
DEAL-0135,"Seshadri, Bir and Vyas",Manufacturing,Inbound,24362.21,Proposal Sent,2022-04-23,,Deepak Rao,West,Send Proposal,70,
DEAL-0028,Seth-Setty,EdTech,Linkedin,217711.85,Negotiation,2022-08-14,,Aman Verma,North,Pricing Discussion,30,
DEAL-0610,Garg LLC,SaaS,Cold Outreach,126556.15,Qualified,2022-04-20,2022-05-12,Deepak Rao,West,Contract Review,90,22.0
DEAL-0231,Ben-Pall,Healthcare,Referral,782720.68,Negotiation,2022-03-14,2022-05-30,Deepak Rao,South,Stakeholder Meeting,40,77.0
DEAL-0490,Sen-Bera,SaaS,Inbound,216238.91,Negotiation,2022-10-13,2022-11-13,Arjun Pillai,East,Send Proposal,60,31.0
DEAL-0379,Deshmukh LLC,Logistics,Referral,903378.45,Closed Lost,2022-08-09,2023-01-12,Riya Sharma,North,Follow Up Call,40,156.0
DEAL-0289,Narang-Chandran,Logistics,Referral,190858.5881818182,Proposal Sent,2023-08-07,2023-11-18,Neha Gupta,North,Pricing Discussion,10,103.0
DEAL-0419,"Luthra, Anand and Bahri",EdTech,Partner,163032.64,Negotiation,2022-02-15,2022-10-03,Riya Sharma,South,,90,230.0
DEAL-0593,"Wable, Ray and Ghose",FinTech,Cold Email,162572.87,Closed Won,2023-02-05,2023-10-27,Deepak Rao,West,Technical Eval,100,264.0
DEAL-0499,Comar LLC,Logistics,Website,151230.13,Closed Won,2022-04-29,2022-10-21,Neha Gupta,West,Contract Review,90,175.0
DEAL-0139,"Kant, Mohanty and Sundaram",EdTech,Inbound,71547.26,Qualified,2023-11-28,2024-02-18,Neha Gupta,South,Technical Eval,80,82.0
DEAL-0063,"Bahl, Ghose and Walla",IT Services,Cold Email,204302.07,Negotiation,2022-03-13,2022-09-01,Aman Verma,West,Contract Review,30,172.0
DEAL-0472,Kala Group,FinTech,Linkedin,52806.48,Closed Won,2022-04-21,2022-08-21,Sonal Joshi,West,Schedule Demo,50,122.0
DEAL-0129,"Rajagopal, Kashyap and Bhatia",Logistics,Website,181807.77,Proposal Sent,2022-08-13,2022-09-07,Deepak Rao,South,Contract Review,70,25.0
DEAL-0462,"Raj, Rama and Grewal",Retail,Website,33652.48,Discovery,2023-02-27,,Neha Gupta,East,Schedule Demo,60,
DEAL-0521,Sarraf-Edwin,EdTech,Cold Email,102440.39,Discovery,2022-01-02,2022-06-02,Riya Sharma,North,Contract Review,80,151.0
DEAL-0065,Kumar-Pall,SaaS,Inbound,44038.89,Closed Won,2023-11-09,2024-03-09,Karan Mehta,West,Pricing Discussion,70,121.0
DEAL-0015,Bora and Sons,FinTech,Cold Outreach,93419.65,Negotiation,2022-01-31,2022-05-28,Karan Mehta,West,Technical Eval,30,117.0
DEAL-0157,"Chaudhari, Sama and Bobal",E-Commerce,Referral,340845.1676923077,Closed Won,2022-12-15,2023-03-17,Riya Sharma,West,Pricing Discussion,100,92.0
DEAL-0041,Sachar Inc,IT Services,Cold Email,165307.668,Qualified,2022-04-15,2022-06-25,Neha Gupta,South,Schedule Demo,40,71.0
DEAL-0493,Prasad-Chopra,FinTech,Cold Email,56420.15,Closed Won,2023-06-06,2023-10-06,Deepak Rao,East,,30,122.0
DEAL-0380,Dutta Group,Retail,Cold Outreach,40754.03,Proposal Sent,2023-01-14,2023-02-17,Aman Verma,West,,90,34.0
DEAL-0188,Vala-Prabhakar,Real Estate,Linkedin,95048.26,Closed Won,2022-09-03,2023-02-21,Riya Sharma,North,Contract Review,80,171.0
DEAL-0217,Bala-Dewan,Retail,Cold Outreach,183675.93,Closed Lost,2023-06-14,,Sonal Joshi,South,,100,
DEAL-0053,"Pai, Palla and Jaggi",SaaS,Linkedin,40198.83,Negotiation,2023-01-23,2023-07-12,Riya Sharma,North,Schedule Demo,60,170.0
DEAL-0338,Bali-Gola,SaaS,Cold Outreach,172685.04,Closed Lost,2022-03-05,2022-07-05,Karan Mehta,South,Pricing Discussion,100,122.0
DEAL-0296,"Saran, Jain and Brar",Manufacturing,Inbound,182271.7,Proposal Sent,2023-05-08,2023-10-07,Arjun Pillai,East,Stakeholder Meeting,60,152.0
DEAL-0252,Suri and Sons,Real Estate,Linkedin,101593.12333333335,Prospecting,2023-04-30,2023-10-07,Aman Verma,North,Schedule Demo,30,160.0
DEAL-0270,Yadav Inc,Manufacturing,Event,115113.0825,Closed Won,2022-12-14,2023-05-17,Arjun Pillai,West,Send Proposal,10,154.0
DEAL-0162,Sinha and Sons,Logistics,Website,152681.83,Proposal Sent,2023-04-10,2023-06-27,Deepak Rao,East,,40,78.0
DEAL-0556,"Yadav, Bansal and Sinha",SaaS,Inbound,1026781.58,Negotiation,2023-02-20,2023-05-01,Deepak Rao,North,,50,70.0
DEAL-0402,Sethi Group,Manufacturing,Linkedin,236028.85,Closed Lost,2022-10-06,2023-03-24,Neha Gupta,South,Pricing Discussion,30,169.0
